metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion_asamblea,personal_fecha_eleccion_designacion,metadata_numero_registro,metadata_tipo_declaracion,seccion,actividad_cargo,actividad_descripcion,actividad_fecha,actividad_index,actividad_notas,actividad_remuneracion,actividad_tipo,firma_fecha_firma,firma_nombre,metadata_archivo_origen,metadata_numero_libro,metadata_tipo_documento,observaciones_extraccion,otros_intereses_texto,seccion_i_descripcion,seccion_ii_descripcion,seccion_iii_descripcion,seccion_iv_descripcion
000393,Recas Martín,Alda,Madrid,29 de octubre de 2024,393,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000393_interests_registro_intereses_diputado_393.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que se han marcado como null."", ""Las fechas y descripciones se han extraído tal cual aparecen en el documento."", ""La imagen mencionada en el texto OCR no se ha incluido en la extracción.""]","1. Declaración de Actividades, de 29 de octubre de 2024

2. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.

3. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000394,Quintero Hernández,Jonay,S/C Tenerife,10 de diciembre de 2024,394,Registro de Intereses - Actividades,actividades_previas,,Secretario de Organización de Juventudes Socialistas El Hierro (sin remuneración).,08.05.2025,0.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000394_interests_registro_intereses_diputado_394.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones de frases legales."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000394,Quintero Hernández,Jonay,S/C Tenerife,10 de diciembre de 2024,394,Registro de Intereses - Actividades,actividades_previas,,Secretario de LGTBI de Juventudes Socialistas El Hierro (sin remuneración).,08.05.2025,1.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000394_interests_registro_intereses_diputado_394.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones de frases legales."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000394,Quintero Hernández,Jonay,S/C Tenerife,10 de diciembre de 2024,394,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000394_interests_registro_intereses_diputado_394.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene repeticiones de frases legales."", ""No se encontró información sobre donaciones, contribuciones a fundaciones, ni firma y fecha.""]","La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,"Alcalde de Codo (Zaragoza), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",08.05.2025,0.0,,,Cargos públicos,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,Renuncia como Diputado provincial de la Diputación Provincial de Zaragoza el 23 de diciembre de 2024.,08.05.2025,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,"Bombero - Funcionario de carrera del Ayuntamiento de Zaragoza, en situación de excedencia, percibiendo el correspondiente complemento por antigüedad.",08.05.2025,2.0,,,Actividades públicas a las que ha renunciado,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Prestaciones de derechos pasivos,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,,,4.0,,,Actividades docentes extraordinarias,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,,,5.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,,,6.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.,,7.0,,,Actividades privadas autorizadas,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,"Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,8.0,,,Actividades privadas autorizadas,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,"Declaración de Actividades, de 17 de diciembre de 2024",,9.0,,,Otras Actividades,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000395,Cuevas Larrosa,Raúl,Zaragoza,17 de diciembre de 2024,395,Registro de Intereses - Actividades,actividades_previas,,"Declaración de Actividades, de 22 de enero de 2025",,10.0,,,Otras Actividades,,,deputy_000395_interests_registro_intereses_diputado_395.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen en la página 2 no ha sido procesada."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,Alcalde-Presidente del Ayuntamiento de A Cañiza (Pontevedra),08.05.2025,0.0,,,Cargos públicos,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,Gastos de dietas y kilometraje como Alcalde de A Cañiza (Pontevedra),26.06.2025,1.0,,,Cargos públicos,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,Secretario Grupo Municipal de PSdG-PSOE de A Cañiza (Pontevedra),08.05.2025,2.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,Secretario Organización Provincial del PSdG-PSOE de Pontevedra,08.05.2025,3.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,Percepción muy ocasionalmente de gastos como Secretario de la Organización Provincial del PSdG-PSOE de Pontevedra y como Secretario General Municipal del PSdG-PSOE de A Cañiza (Pontevedra),26.06.2025,4.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,En excedencia de empresa privada de ámbito de los servicios públicos. Administrativo. FCC (Fomento de Construcciones y Contratas),08.05.2025,5.0,,,Actividades privadas autorizadas,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,actividades_previas,,"Consejero Delegado de Vilamide, S.L.",26.06.2025,6.0,,,Actividades privadas autorizadas,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000396,Gómez Piña,Luis Antonio,Pontevedra,11 de febrero de 2025,396,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000396_interests_registro_intereses_diputado_396.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones repetidas y notas legales que pueden no ser relevantes para la estructura principal del documento."", ""Algunas fechas y detalles pueden estar duplicados debido a la naturaleza del texto OCR.""]","1. Declaración de Actividades, de 11 de febrero de 2025
2. Declaración de Actividades, de 6 de mayo de 2025

* La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG

* Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,actividades_previas,,Miembro del Grupo Coordinador de Movimiento SUMAR (sin remuneración).,08.05.2025,0.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,actividades_previas,,Miembro de la coordinadora de Barcelona En Comú (sin remuneración).,08.05.2025,1.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,actividades_previas,,"Coordinadora del Grupo de Trabajo Sectorial de Antirracismo, Migración y Refugio de SUMAR (sin remuneración).",08.05.2025,2.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,actividades_previas,,Presidenta de la asociación Puerta de África (sin remuneración).,08.05.2025,3.0,,,Actividades privadas autorizadas,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,actividades_previas,,Miembro del Comité Científico de AfroMadrid (sin remuneración).,08.05.2025,4.0,,,Actividades privadas autorizadas,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,actividades_previas,,"Técnica de comunicación e incidencia - Arrels Fundació -, en excedencia desde el 10 de febrero de 2025 y efecto desde el 11 de febrero de 2025.",08.05.2025,5.0,,,Actividades privadas autorizadas,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000397,Ogou i Corbi,Viviane,Barcelona,11 de febrero de 2025,397,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000397_interests_registro_intereses_diputado_397.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas secciones vacías que no han sido incluidas en el JSON."", ""Algunas fechas y descripciones pueden contener errores debido a la calidad del OCR.""]","1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.
2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000398,Otero Gabirondo,Mikel,Araba/Álava,18 de febrero de 2025,Nº Act 398,Registro de Intereses - Actividades,actividades_previas,,,,0.0,,,Cargos públicos,18 de febrero de 2025,,deputy_000398_interests_registro_intereses_diputado_398.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""Algunas secciones como donaciones y contribuciones a fundaciones no tienen información en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000398,Otero Gabirondo,Mikel,Araba/Álava,18 de febrero de 2025,Nº Act 398,Registro de Intereses - Actividades,actividades_previas,,"Funcionario de carrera del Ayuntamiento de Victoria-Gasteiz. Fecha del acuerdo plenario definitivo: 08.05.2025 Mando intermedio en el Servicio de Prevención y Extinción de Fuego y Salvamento, en excedencia, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,1.0,,,Actividades públicas a las que ha renunciado,18 de febrero de 2025,,deputy_000398_interests_registro_intereses_diputado_398.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""Algunas secciones como donaciones y contribuciones a fundaciones no tienen información en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000398,Otero Gabirondo,Mikel,Araba/Álava,18 de febrero de 2025,Nº Act 398,Registro de Intereses - Actividades,actividades_previas,,(1) Prestaciones de derechos pasivos renunciadas. (2) Prestaciones consideradas compatibles.,,2.0,,,Prestaciones de derechos pasivos,18 de febrero de 2025,,deputy_000398_interests_registro_intereses_diputado_398.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""Algunas secciones como donaciones y contribuciones a fundaciones no tienen información en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000398,Otero Gabirondo,Mikel,Araba/Álava,18 de febrero de 2025,Nº Act 398,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Actividades docentes extraordinarias,18 de febrero de 2025,,deputy_000398_interests_registro_intereses_diputado_398.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""Algunas secciones como donaciones y contribuciones a fundaciones no tienen información en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000398,Otero Gabirondo,Mikel,Araba/Álava,18 de febrero de 2025,Nº Act 398,Registro de Intereses - Actividades,actividades_previas,,Secretario de Transición Ecológica en EH Bildu sin remuneración. Fecha del acuerdo plenario definitivo: 08.05.2025,,4.0,,,Cargos en partidos ó grupos parlamentarios,18 de febrero de 2025,,deputy_000398_interests_registro_intereses_diputado_398.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""Algunas secciones como donaciones y contribuciones a fundaciones no tienen información en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000398,Otero Gabirondo,Mikel,Araba/Álava,18 de febrero de 2025,Nº Act 398,Registro de Intereses - Actividades,actividades_previas,,,,5.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",18 de febrero de 2025,,deputy_000398_interests_registro_intereses_diputado_398.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y notas legales que han sido incluidas en la sección de otros intereses."", ""Algunas secciones como donaciones y contribuciones a fundaciones no tienen información en el texto proporcionado.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
